bin_start,bin_end,count
-0.78,-0.78,19
-0.78,-0.78,22
-0.78,-0.78,9
-0.78,-0.78,17
-0.78,-0.77,28
-0.77,-0.77,21
-0.77,-0.77,30
-0.77,-0.77,24
-0.77,-0.77,10
-0.77,-0.76,21
-0.76,-0.76,16
-0.76,-0.76,15
-0.76,-0.76,41
-0.76,-0.76,15
-0.76,-0.75,37
-0.75,-0.75,21
-0.75,-0.75,19
-0.75,-0.75,17
-0.75,-0.75,16
-0.75,-0.74,25
-0.74,-0.74,53
-0.74,-0.74,15
-0.74,-0.74,30
-0.74,-0.74,22
-0.74,-0.73,19
-0.73,-0.73,19
-0.73,-0.73,19
-0.73,-0.73,23
-0.73,-0.73,33
-0.73,-0.72,18
-0.72,-0.72,12
-0.72,-0.72,18
-0.72,-0.72,41
-0.72,-0.72,32
-0.72,-0.71,37
-0.71,-0.71,31
-0.71,-0.71,46
-0.71,-0.71,30
-0.71,-0.71,29
-0.71,-0.70,29
-0.70,-0.70,28
-0.70,-0.70,39
-0.70,-0.70,28
-0.70,-0.70,27
-0.70,-0.69,21
-0.69,-0.69,46
-0.69,-0.69,30
-0.69,-0.69,29
-0.69,-0.69,36
-0.69,-0.68,47
-0.68,-0.68,44
-0.68,-0.68,30
-0.68,-0.68,32
-0.68,-0.68,45
-0.68,-0.67,26
-0.67,-0.67,36
-0.67,-0.67,28
-0.67,-0.67,40
-0.67,-0.67,41
-0.67,-0.66,27
-0.66,-0.66,41
-0.66,-0.66,55
-0.66,-0.66,38
-0.66,-0.66,30
-0.66,-0.65,49
-0.65,-0.65,32
-0.65,-0.65,37
-0.65,-0.65,47
-0.65,-0.65,32
-0.65,-0.64,59
-0.64,-0.64,51
-0.64,-0.64,53
-0.64,-0.64,45
-0.64,-0.64,40
-0.64,-0.63,44
-0.63,-0.63,37
-0.63,-0.63,56
-0.63,-0.63,59
-0.63,-0.63,58
-0.63,-0.62,87
-0.62,-0.62,52
-0.62,-0.62,42
-0.62,-0.62,41
-0.62,-0.62,62
-0.62,-0.61,32
-0.61,-0.61,62
-0.61,-0.61,55
-0.61,-0.61,61
-0.61,-0.61,70
-0.61,-0.60,58
-0.60,-0.60,62
-0.60,-0.60,47
-0.60,-0.60,58
-0.60,-0.60,69
-0.60,-0.59,77
-0.59,-0.59,52
-0.59,-0.59,61
-0.59,-0.59,72
-0.59,-0.59,49
-0.59,-0.58,54
-0.58,-0.58,58
-0.58,-0.58,72
-0.58,-0.58,99
-0.58,-0.58,68
-0.58,-0.57,64
-0.57,-0.57,56
-0.57,-0.57,72
-0.57,-0.57,76
-0.57,-0.57,66
-0.57,-0.56,92
-0.56,-0.56,106
-0.56,-0.56,63
-0.56,-0.56,53
-0.56,-0.56,49
-0.56,-0.55,75
-0.55,-0.55,81
-0.55,-0.55,66
-0.55,-0.55,116
-0.55,-0.55,91
-0.55,-0.54,98
-0.54,-0.54,75
-0.54,-0.54,84
-0.54,-0.54,88
-0.54,-0.54,97
-0.54,-0.53,98
-0.53,-0.53,125
-0.53,-0.53,105
-0.53,-0.53,106
-0.53,-0.53,92
-0.53,-0.52,77
-0.52,-0.52,82
-0.52,-0.52,106
-0.52,-0.52,128
-0.52,-0.52,138
-0.52,-0.51,94
-0.51,-0.51,102
-0.51,-0.51,105
-0.51,-0.51,103
-0.51,-0.51,94
-0.51,-0.50,146
-0.50,-0.50,127
-0.50,-0.50,177
-0.50,-0.50,135
-0.50,-0.50,95
-0.50,-0.49,104
-0.49,-0.49,137
-0.49,-0.49,147
-0.49,-0.49,146
-0.49,-0.49,151
-0.49,-0.48,179
-0.48,-0.48,120
-0.48,-0.48,108
-0.48,-0.48,159
-0.48,-0.48,156
-0.48,-0.47,167
-0.47,-0.47,134
-0.47,-0.47,184
-0.47,-0.47,126
-0.47,-0.47,138
-0.47,-0.46,122
-0.46,-0.46,178
-0.46,-0.46,158
-0.46,-0.46,195
-0.46,-0.46,162
-0.46,-0.45,199
-0.45,-0.45,154
-0.45,-0.45,172
-0.45,-0.45,202
-0.45,-0.45,177
-0.45,-0.44,172
-0.44,-0.44,229
-0.44,-0.44,181
-0.44,-0.44,215
-0.44,-0.44,225
-0.44,-0.43,166
-0.43,-0.43,203
-0.43,-0.43,230
-0.43,-0.43,220
-0.43,-0.43,253
-0.43,-0.42,179
-0.42,-0.42,257
-0.42,-0.42,259
-0.42,-0.42,232
-0.42,-0.42,241
-0.42,-0.41,264
-0.41,-0.41,246
-0.41,-0.41,270
-0.41,-0.41,267
-0.41,-0.41,321
-0.41,-0.40,273
-0.40,-0.40,259
-0.40,-0.40,267
-0.40,-0.40,274
-0.40,-0.40,299
-0.40,-0.39,297
-0.39,-0.39,380
-0.39,-0.39,277
-0.39,-0.39,354
-0.39,-0.39,316
-0.39,-0.38,371
-0.38,-0.38,379
-0.38,-0.38,351
-0.38,-0.38,375
-0.38,-0.38,354
-0.38,-0.37,345
-0.37,-0.37,358
-0.37,-0.37,362
-0.37,-0.37,494
-0.37,-0.37,394
-0.37,-0.36,383
-0.36,-0.36,337
-0.36,-0.36,432
-0.36,-0.36,462
-0.36,-0.36,451
-0.36,-0.35,486
-0.35,-0.35,490
-0.35,-0.35,509
-0.35,-0.35,431
-0.35,-0.35,528
-0.35,-0.34,525
-0.34,-0.34,576
-0.34,-0.34,609
-0.34,-0.34,518
-0.34,-0.34,550
-0.34,-0.33,571
-0.33,-0.33,634
-0.33,-0.33,623
-0.33,-0.33,656
-0.33,-0.33,658
-0.33,-0.32,641
-0.32,-0.32,717
-0.32,-0.32,649
-0.32,-0.32,625
-0.32,-0.32,713
-0.32,-0.31,804
-0.31,-0.31,763
-0.31,-0.31,867
-0.31,-0.31,811
-0.31,-0.31,847
-0.31,-0.30,783
-0.30,-0.30,796
-0.30,-0.30,1015
-0.30,-0.30,1066
-0.30,-0.30,848
-0.30,-0.29,958
-0.29,-0.29,948
-0.29,-0.29,992
-0.29,-0.29,1103
-0.29,-0.29,1044
-0.29,-0.28,1124
-0.28,-0.28,1122
-0.28,-0.28,1171
-0.28,-0.28,1194
-0.28,-0.28,1219
-0.28,-0.27,1259
-0.27,-0.27,1310
-0.27,-0.27,1234
-0.27,-0.27,1396
-0.27,-0.27,1436
-0.27,-0.26,1295
-0.26,-0.26,1615
-0.26,-0.26,1455
-0.26,-0.26,1554
-0.26,-0.26,1738
-0.26,-0.25,1783
-0.25,-0.25,1738
-0.25,-0.25,1627
-0.25,-0.25,1814
-0.25,-0.25,1898
-0.25,-0.24,2050
-0.24,-0.24,1900
-0.24,-0.24,2071
-0.24,-0.24,2183
-0.24,-0.24,2041
-0.24,-0.23,2191
-0.23,-0.23,2288
-0.23,-0.23,2411
-0.23,-0.23,2649
-0.23,-0.23,2514
-0.23,-0.22,2361
-0.22,-0.22,2658
-0.22,-0.22,2904
-0.22,-0.22,2772
-0.22,-0.22,3205
-0.22,-0.21,2996
-0.21,-0.21,2958
-0.21,-0.21,3142
-0.21,-0.21,3330
-0.21,-0.21,3511
-0.21,-0.20,3810
-0.20,-0.20,3688
-0.20,-0.20,3879
-0.20,-0.20,4101
-0.20,-0.20,3649
-0.20,-0.19,4232
-0.19,-0.19,4522
-0.19,-0.19,4271
-0.19,-0.19,4478
-0.19,-0.19,4901
-0.19,-0.18,4837
-0.18,-0.18,5345
-0.18,-0.18,5351
-0.18,-0.18,5461
-0.18,-0.18,5555
-0.18,-0.17,5542
-0.17,-0.17,5910
-0.17,-0.17,6265
-0.17,-0.17,6131
-0.17,-0.17,6754
-0.17,-0.16,6843
-0.16,-0.16,6783
-0.16,-0.16,6895
-0.16,-0.16,7585
-0.16,-0.16,7841
-0.16,-0.15,7931
-0.15,-0.15,8316
-0.15,-0.15,8748
-0.15,-0.15,8293
-0.15,-0.15,8373
-0.15,-0.14,9232
-0.14,-0.14,10111
-0.14,-0.14,9562
-0.14,-0.14,11503
-0.14,-0.14,10142
-0.14,-0.13,10948
-0.13,-0.13,10337
-0.13,-0.13,11451
-0.13,-0.13,12471
-0.13,-0.13,12617
-0.13,-0.12,13291
-0.12,-0.12,12799
-0.12,-0.12,13429
-0.12,-0.12,13016
-0.12,-0.12,14523
-0.12,-0.11,15194
-0.11,-0.11,15392
-0.11,-0.11,16039
-0.11,-0.11,16246
-0.11,-0.11,16563
-0.11,-0.10,17088
-0.10,-0.10,16911
-0.10,-0.10,18593
-0.10,-0.10,18915
-0.10,-0.10,18670
-0.10,-0.09,20282
-0.09,-0.09,20094
-0.09,-0.09,21287
-0.09,-0.09,21370
-0.09,-0.09,22334
-0.09,-0.08,22949
-0.08,-0.08,22558
-0.08,-0.08,24242
-0.08,-0.08,24732
-0.08,-0.08,24920
-0.08,-0.07,25673
-0.07,-0.07,25441
-0.07,-0.07,27392
-0.07,-0.07,27360
-0.07,-0.07,28210
-0.07,-0.06,29244
-0.06,-0.06,28572
-0.06,-0.06,30053
-0.06,-0.06,31001
-0.06,-0.06,32519
-0.06,-0.05,30828
-0.05,-0.05,33981
-0.05,-0.05,32873
-0.05,-0.05,31878
-0.05,-0.05,35151
-0.05,-0.04,35823
-0.04,-0.04,36751
-0.04,-0.04,35173
-0.04,-0.04,35998
-0.04,-0.04,38361
-0.04,-0.03,37794
-0.03,-0.03,37506
-0.03,-0.03,39830
-0.03,-0.03,39898
-0.03,-0.03,39469
-0.03,-0.02,38549
-0.02,-0.02,42385
-0.02,-0.02,39968
-0.02,-0.02,41300
-0.02,-0.02,41415
-0.02,-0.01,41980
-0.01,-0.01,42812
-0.01,-0.01,40709
-0.01,-0.01,43235
-0.01,-0.01,42849
-0.01,-0.00,41113
-0.00,-0.00,44956
-0.00,0.00,43136
0.00,0.00,42791
0.00,0.01,40810
0.01,0.01,43214
0.01,0.01,42421
0.01,0.01,43033
0.01,0.01,43342
0.01,0.02,43627
0.02,0.02,40922
0.02,0.02,40225
0.02,0.02,41178
0.02,0.02,40723
0.02,0.03,43037
0.03,0.03,41078
0.03,0.03,40963
0.03,0.03,40113
0.03,0.03,37632
0.03,0.04,37759
0.04,0.04,38545
0.04,0.04,37728
0.04,0.04,39226
0.04,0.04,36362
0.04,0.05,35584
0.05,0.05,35878
0.05,0.05,33684
0.05,0.05,34875
0.05,0.05,34099
0.05,0.06,33517
0.06,0.06,32643
0.06,0.06,31029
0.06,0.06,31203
0.06,0.06,29899
0.06,0.07,28701
0.07,0.07,30497
0.07,0.07,28436
0.07,0.07,27154
0.07,0.07,27767
0.07,0.08,25982
0.08,0.08,25413
0.08,0.08,25293
0.08,0.08,23220
0.08,0.08,24045
0.08,0.09,23436
0.09,0.09,22953
0.09,0.09,21998
0.09,0.09,20595
0.09,0.09,20366
0.09,0.10,19629
0.10,0.10,19162
0.10,0.10,19843
0.10,0.10,17746
0.10,0.10,17890
0.10,0.11,16823
0.11,0.11,16896
0.11,0.11,15327
0.11,0.11,15639
0.11,0.11,15029
0.11,0.12,14000
0.12,0.12,13971
0.12,0.12,13893
0.12,0.12,13222
0.12,0.12,12491
0.12,0.13,12257
0.13,0.13,11885
0.13,0.13,11012
0.13,0.13,11421
0.13,0.13,10640
0.13,0.14,10131
0.14,0.14,10084
0.14,0.14,9684
0.14,0.14,8978
0.14,0.14,8319
0.14,0.15,8512
0.15,0.15,8507
0.15,0.15,7971
0.15,0.15,7887
0.15,0.15,7463
0.15,0.16,7204
0.16,0.16,6984
0.16,0.16,6303
0.16,0.16,6753
0.16,0.16,6177
0.16,0.17,5856
0.17,0.17,5885
0.17,0.17,5510
0.17,0.17,4932
0.17,0.17,5197
0.17,0.18,4892
0.18,0.18,4780
0.18,0.18,4455
0.18,0.18,4620
0.18,0.18,4532
0.18,0.19,4174
0.19,0.19,3967
0.19,0.19,3674
0.19,0.19,3747
0.19,0.19,3453
0.19,0.20,3285
0.20,0.20,3396
0.20,0.20,3517
0.20,0.20,3141
0.20,0.20,2783
0.20,0.21,2789
0.21,0.21,2680
0.21,0.21,2614
0.21,0.21,2696
0.21,0.21,2386
0.21,0.22,2552
0.22,0.22,2405
0.22,0.22,2128
0.22,0.22,1974
0.22,0.22,2029
0.22,0.23,2199
0.23,0.23,1865
0.23,0.23,1885
0.23,0.23,1759
0.23,0.23,1633
0.23,0.24,1657
0.24,0.24,1755
0.24,0.24,1549
0.24,0.24,1484
0.24,0.24,1377
0.24,0.25,1349
0.25,0.25,1274
0.25,0.25,1349
0.25,0.25,1490
0.25,0.25,1209
0.25,0.26,1213
0.26,0.26,1085
0.26,0.26,1043
0.26,0.26,998
0.26,0.26,1187
0.26,0.27,1033
0.27,0.27,1048
0.27,0.27,767
0.27,0.27,918
0.27,0.27,843
0.27,0.28,723
0.28,0.28,842
0.28,0.28,773
0.28,0.28,748
0.28,0.28,699
0.28,0.29,681
0.29,0.29,638
0.29,0.29,643
0.29,0.29,587
0.29,0.29,663
0.29,0.30,584
0.30,0.30,643
0.30,0.30,579
0.30,0.30,524
0.30,0.30,535
0.30,0.31,406
0.31,0.31,437
0.31,0.31,501
0.31,0.31,533
0.31,0.31,448
0.31,0.32,437
0.32,0.32,378
0.32,0.32,365
0.32,0.32,341
0.32,0.32,402
0.32,0.33,455
0.33,0.33,361
0.33,0.33,342
0.33,0.33,281
0.33,0.33,345
0.33,0.34,278
0.34,0.34,311
0.34,0.34,359
0.34,0.34,348
0.34,0.34,269
0.34,0.35,232
0.35,0.35,218
0.35,0.35,236
0.35,0.35,290
0.35,0.35,275
0.35,0.36,261
0.36,0.36,194
0.36,0.36,193
0.36,0.36,174
0.36,0.36,205
0.36,0.37,191
0.37,0.37,205
0.37,0.37,180
0.37,0.37,174
0.37,0.37,177
0.37,0.38,161
0.38,0.38,166
0.38,0.38,191
0.38,0.38,178
0.38,0.38,160
0.38,0.39,172
0.39,0.39,160
0.39,0.39,108
0.39,0.39,108
0.39,0.39,162
0.39,0.40,166
0.40,0.40,165
0.40,0.40,179
0.40,0.40,100
0.40,0.40,106
0.40,0.41,119
0.41,0.41,90
0.41,0.41,122
0.41,0.41,122
0.41,0.41,123
0.41,0.42,117
0.42,0.42,104
0.42,0.42,101
0.42,0.42,69
0.42,0.42,93
0.42,0.43,97
0.43,0.43,109
0.43,0.43,83
0.43,0.43,53
0.43,0.43,84
0.43,0.44,100
0.44,0.44,66
0.44,0.44,82
0.44,0.44,72
0.44,0.44,79
0.44,0.45,67
0.45,0.45,56
0.45,0.45,62
0.45,0.45,66
0.45,0.45,78
0.45,0.46,65
0.46,0.46,45
0.46,0.46,77
0.46,0.46,47
0.46,0.46,52
0.46,0.47,61
0.47,0.47,40
0.47,0.47,49
0.47,0.47,46
0.47,0.47,56
0.47,0.48,43
0.48,0.48,53
0.48,0.48,42
0.48,0.48,46
0.48,0.48,48
0.48,0.49,47
0.49,0.49,30
0.49,0.49,46
0.49,0.49,42
0.49,0.49,28
0.49,0.50,39
0.50,0.50,51
0.50,0.50,36
0.50,0.50,26
0.50,0.50,35
0.50,0.51,55
0.51,0.51,20
0.51,0.51,37
0.51,0.51,44
0.51,0.51,18
0.51,0.52,13
0.52,0.52,23
0.52,0.52,34
0.52,0.52,32
0.52,0.52,24
0.52,0.53,41
0.53,0.53,14
0.53,0.53,22
0.53,0.53,17
0.53,0.53,16
0.53,0.54,36
0.54,0.54,19
0.54,0.54,45
0.54,0.54,29
0.54,0.54,17
0.54,0.55,24
0.55,0.55,14
0.55,0.55,17
0.55,0.55,27
0.55,0.55,20
0.55,0.56,20
0.56,0.56,12
0.56,0.56,13
0.56,0.56,10
0.56,0.56,11
0.56,0.57,17
0.57,0.57,28
0.57,0.57,22
0.57,0.57,11
0.57,0.57,21
0.57,0.58,4
0.58,0.58,16
0.58,0.58,13
0.58,0.58,4
0.58,0.58,45
0.58,0.59,12
0.59,0.59,7
0.59,0.59,12
0.59,0.59,12
0.59,0.59,14
0.59,0.60,12
0.60,0.60,26
0.60,0.60,20
0.60,0.60,7
0.60,0.60,8
0.60,0.61,4
0.61,0.61,8
0.61,0.61,4
0.61,0.61,19
0.61,0.61,16
0.61,0.62,3
0.62,0.62,8
0.62,0.62,10
0.62,0.62,11
0.62,0.62,8
0.62,0.63,32
0.63,0.63,13
0.63,0.63,6
0.63,0.63,5
0.63,0.63,7
0.63,0.64,3
0.64,0.64,4
0.64,0.64,23
0.64,0.64,9
0.64,0.64,5
0.64,0.65,5
0.65,0.65,5
0.65,0.65,8
0.65,0.65,7
0.65,0.65,3
0.65,0.66,17
0.66,0.66,10
0.66,0.66,2
0.66,0.66,4
0.66,0.66,4
0.66,0.67,6
0.67,0.67,0
0.67,0.67,23
0.67,0.67,11
0.67,0.67,6
0.67,0.68,8
0.68,0.68,2
0.68,0.68,6
0.68,0.68,0
0.68,0.68,19
0.68,0.69,9
0.69,0.69,2
0.69,0.69,1
0.69,0.69,1
0.69,0.69,4
0.69,0.70,4
0.70,0.70,13
0.70,0.70,13
0.70,0.70,1
0.70,0.70,3
0.70,0.71,4
0.71,0.71,2
0.71,0.71,2
0.71,0.71,12
0.71,0.71,3
0.71,0.72,9
0.72,0.72,1
0.72,0.72,2
0.72,0.72,1
0.72,0.72,1
0.72,0.73,3
0.73,0.73,9
0.73,0.73,6
0.73,0.73,2
0.73,0.73,0
0.73,0.74,0
0.74,0.74,0
0.74,0.74,2
0.74,0.74,14
0.74,0.74,5
0.74,0.75,0
0.75,0.75,1
0.75,0.75,2
0.75,0.75,1
0.75,0.75,0
0.75,0.76,13
0.76,0.76,1
0.76,0.76,2
0.76,0.76,1
0.76,0.76,1
0.76,0.77,0
0.77,0.77,1
0.77,0.77,8
0.77,0.77,0
0.77,0.77,0
0.77,0.78,2
0.78,0.78,0
0.78,0.78,0
0.78,0.78,1
0.78,0.78,4
0.78,0.79,2
0.79,0.79,4
0.79,0.79,3
0.79,0.79,0
0.79,0.79,1
0.79,0.80,1
0.80,0.80,2
0.80,0.80,2
0.80,0.80,4
0.80,0.80,1
0.80,0.81,0
0.81,0.81,0
0.81,0.81,0
0.81,0.81,0
0.81,0.81,0
0.81,0.82,0
0.82,0.82,0
0.82,0.82,1
0.82,0.82,0
0.82,0.82,0
0.82,0.83,1
0.83,0.83,1
0.83,0.83,1
0.83,0.83,2
0.83,0.83,0
0.83,0.84,0
0.84,0.84,0
0.84,0.84,0
0.84,0.84,1
0.84,0.84,0
0.84,0.85,0
0.85,0.85,0
0.85,0.85,0
0.85,0.85,1
0.85,0.85,0
0.85,0.86,1
0.86,0.86,0
0.86,0.86,0
0.86,0.86,2
0.86,0.86,2
0.86,0.87,1
0.87,0.87,0
0.87,0.87,0
0.87,0.87,2
0.87,0.87,2
0.87,0.88,0
0.88,0.88,1
0.88,0.88,1
0.88,0.88,0
0.88,0.88,0
0.88,0.89,1
0.89,0.89,0
0.89,0.89,2
0.89,0.89,1
0.89,0.89,1
0.89,0.90,0
0.90,0.90,0
0.90,0.90,0
0.90,0.90,0
0.90,0.90,1
0.90,0.91,0
0.91,0.91,0
0.91,0.91,0
0.91,0.91,0
0.91,0.91,0
0.91,0.92,0
0.92,0.92,0
0.92,0.92,0
0.92,0.92,0
0.92,0.92,0
0.92,0.93,0
0.93,0.93,0
0.93,0.93,2
0.93,0.93,2
0.93,0.93,0
0.93,0.94,0
0.94,0.94,0
0.94,0.94,0
0.94,0.94,0
0.94,0.94,0
0.94,0.95,0
0.95,0.95,0
0.95,0.95,1
0.95,0.95,0
0.95,0.95,0
0.95,0.96,0
0.96,0.96,0
0.96,0.96,0
0.96,0.96,0
0.96,0.96,0
0.96,0.97,0
0.97,0.97,0
0.97,0.97,0
0.97,0.97,0
0.97,0.97,1
0.97,0.98,0
0.98,0.98,0
0.98,0.98,0
0.98,0.98,0
0.98,0.98,0
0.98,0.99,0
0.99,0.99,0
0.99,0.99,0
0.99,0.99,0
0.99,0.99,0
0.99,1.00,0
1.00,1.00,0
1.00,1.00,0
